Unnamed: 0,SEM 1 SGPA,SEM 1 KT,SEM 2 SGPA,SEM 2 KT,SEM 3 SGPA,SEM 3 KT,SEM 4 SGPA,SEM 4 KT,Attandance,label
460,8.57,0,8.22,0,8.08,0,8.8,0,1,1
461,3.6,1,3.5,1,4.2,2,4.1,2,5,0
462,3.7,1,4.9,2,4.2,2,4.7,2,3,0
463,4.97,1,4.87,2,4.15,1,4.0,1,5,0
464,9.21,0,9.38,0,9.43,0,9.1,0,2,1
465,7.1,0,6.85,0,7.2,1,7.3,0,3,1
466,6.5,2,6.1,1,5.0,0,6.2,0,5,1
467,3.8,2,4.1,1,3.72,1,4.2,2,3,0
468,3.9,2,3.4,1,4.2,2,4.1,1,5,0
469,4.4,1,4.9,1,4.2,4,3.7,0,5,0
470,6.67,1,8.41,2,8.0,1,6.2,0,2,1
471,8.14,2,7.2,1,7.6,1,6.3,0,2,1
472,5.56,0,9.24,0,6.15,0,9.0,0,3,1
473,6.15,0,6.09,0,6.0,0,7.1,0,2,1
474,4.9,2,4.8,2,4.2,1,4.6,1,5,0
475,3.8,1,3.4,1,4.1,2,4.3,1,5,0
476,8.71,0,6.8,0,8.0,0,8.0,0,3,1
477,4.4,1,4.9,1,4.2,4,3.7,0,5,0
478,6.89,0,7.0,0,6.2,0,6.4,0,3,1
479,3.5,2,4.1,1,3.9,1,3.7,2,5,0
480,3.6,1,3.8,2,3.4,2,3.3,1,3,0
481,6.67,0,5.8,2,6.2,0,6.3,0,5,1
482,4.1,2,4.6,3,4.2,1,4.8,3,5,0
483,3.7,1,3.4,1,3.9,1,3.2,1,5,0
484,5.8,1,5.5,2,6.0,1,6.1,0,2,1
485,4.6,1,3.7,1,3.8,2,3.1,2,5,0
486,4.2,1,3.9,1,3.5,2,3.6,2,5,0
487,4.5,2,3.9,2,4.6,1,3.6,1,5,0
488,9.12,0,9.4,0,8.7,0,8.6,0,4,1
489,3.2,1,3.8,2,4.6,3,3.6,2,3,0
490,7.04,0,7.85,0,6.32,0,6.68,0,3,1
491,7.44,0,7.41,0,8.32,0,8.29,0,2,1
492,3.9,1,3.7,2,4.4,2,4.5,3,5,0
493,8.3,0,8.74,0,7.25,0,9.0,0,1,1
494,8.78,0,8.64,0,7.93,0,8.96,0,2,1
495,4.16,2,3.8,2,3.7,1,4.5,1,5,0
496,3.8,1,4.1,2,3.6,2,4.2,1,5,0
497,4.78,1,4.67,2,4.15,2,4.28,1,5,0
498,6.2,1,6.2,1,6.3,2,5.6,0,2,1
499,5.6,1,5.8,1,5.7,2,6.2,0,1,1
500,6.2,1,6.2,1,6.3,2,5.6,0,2,1
501,6.19,0,6.2,1,6.15,1,7.0,0,4,1
502,3.6,1,3.5,1,3.7,2,4.1,1,5,0
503,9.58,0,9.46,0,8.2,0,7.1,0,1,1
504,7.0,0,7.0,0,7.0,0,7.0,0,3,1
505,7.22,0,7.04,0,7.5,0,7.0,0,2,1
506,6.2,0,6.3,0,6.0,0,5.6,0,4,1
507,8.19,0,9.04,0,8.1,0,8.5,0,4,1
508,5.57,0,5.69,0,5.02,0,5.9,2,4,1
509,8.2,0,6.2,0,6.8,0,7.2,0,3,1
510,3.7,1,4.9,2,4.2,2,4.7,2,3,0
511,4.8,1,4.6,1,3.4,2,4.9,2,5,0
512,7.8,0,7.2,0,7.8,0,7.2,0,2,1
513,3.6,3,4.5,3,3.7,0,4.2,0,3,0
514,3.9,3,3.4,2,4.1,2,4.3,1,5,0
515,6.0,1,6.15,0,6.2,2,5.9,0,4,1
516,4.64,1,4.21,1,4.31,1,4.19,1,5,0
517,7.89,1,8.35,2,6.3,1,5.9,0,1,1
518,6.67,0,6.69,0,6.86,0,7.67,0,3,1
519,8.2,0,7.9,0,9.3,0,9.0,0,3,1
520,4.3,1,3.6,1,3.3,2,4.1,2,5,0
521,8.3,0,8.96,0,8.0,0,7.6,0,1,1
522,3.5,2,4.1,1,3.9,1,3.7,2,5,0
523,6.0,1,6.15,0,6.2,2,5.9,0,4,1
524,3.7,1,4.9,2,3.7,1,3.5,1,3,0
525,6.2,0,6.3,0,6.0,0,5.6,0,4,1
526,3.9,1,3.4,1,3.8,2,4.6,1,5,0
527,4.1,1,3.5,1,3.6,2,3.7,2,5,0
528,7.2,0,7.1,0,6.11,0,6.67,0,4,1
529,3.8,1,3.9,2,4.6,1,3.9,2,5,0
530,4.25,1,4.8,3,4.65,2,4.85,0,5,0
531,7.56,0,8.41,0,9.46,0,9.5,0,1,1
532,4.1,2,4.1,2,4.1,1,3.4,2,5,0
533,4.2,2,3.8,1,4.7,2,3.8,1,5,0
534,3.2,1,3.9,1,3.8,2,3.5,1,5,0
535,4.5,1,3.9,3,3.5,1,4.1,2,5,0
536,3.6,1,3.7,1,4.6,2,4.2,1,5,0
537,4.3,1,3.6,1,3.3,2,4.1,2,5,0
538,6.67,0,5.8,2,6.2,0,6.3,0,5,1
539,8.3,0,8.74,0,7.25,0,9.0,0,1,1
540,7.2,0,6.2,0,5.5,0,7.3,0,1,1
541,4.54,2,4.78,1,4.32,1,4.23,1,5,0
542,5.5,0,6.0,0,6.1,0,6.2,0,5,1
543,6.3,0,6.5,0,5.5,0,5.9,0,4,1
544,4.7,2,3.2,2,3.8,2,4.9,0,5,0
545,4.85,1,4.95,1,4.67,2,4.37,1,5,0
546,4.2,1,4.2,2,3.5,2,4.4,1,5,0
547,5.9,2,5.8,2,5.6,1,5.9,0,2,1
548,7.75,0,7.78,0,7.68,0,8.93,0,2,1
549,7.2,1,8.43,1,8.88,1,6.3,0,2,1
550,8.32,0,8.16,0,7.41,0,7.6,0,3,1
551,8.32,0,8.16,0,7.41,0,7.6,0,3,1
552,5.67,0,5.8,1,5.17,0,5.6,0,1,1
553,8.71,0,6.8,0,8.0,0,8.0,0,3,1
554,8.12,0,7.93,0,8.0,0,8.1,0,2,1
555,3.8,4,4.2,2,4.2,1,3.8,2,4,0
556,5.67,0,6.81,0,6.6,2,6.5,0,3,1
557,4.2,1,4.6,1,3.8,1,3.1,1,4,0
558,4.8,1,4.6,1,3.4,2,4.9,2,5,0
559,7.87,0,7.15,0,7.42,0,7.5,0,2,1
560,8.67,0,8.56,0,8.89,0,9.52,0,1,1
561,6.3,2,6.2,1,6.7,1,6.2,0,5,1
562,8.0,0,7.85,0,8.54,0,8.1,0,2,1
563,4.27,1,4.19,1,4.17,1,4.27,3,5,0
564,6.12,0,7.82,0,6.58,0,7.1,0,3,1
565,9.21,1,8.35,0,6.7,2,8.1,0,2,1
566,4.34,1,4.98,2,4.19,1,4.28,2,5,0
567,3.4,2,3.5,2,4.6,1,3.5,1,5,0
568,6.67,0,7.19,0,6.54,0,6.5,0,3,1
569,7.9,0,7.8,0,6.62,0,6.8,0,2,1
570,6.0,0,5.0,0,7.0,0,6.5,0,4,1
571,6.2,1,6.3,2,5.9,1,5.8,0,4,1
572,5.67,0,6.81,0,6.6,2,6.5,0,3,1
573,8.71,0,6.8,0,8.0,0,8.0,0,3,1
574,8.0,0,8.56,0,7.22,0,7.6,0,1,1
575,4.0,3,3.9,2,3.4,1,3.8,0,5,0
576,5.6,1,5.8,1,5.7,2,6.2,0,1,1
577,7.74,0,7.5,1,7.73,0,7.8,0,2,1
578,5.67,0,5.8,1,5.17,0,5.6,0,1,1
579,6.69,0,6.8,1,6.42,0,6.5,0,2,1
580,7.04,0,7.85,0,6.32,0,6.68,0,3,1
581,7.56,0,6.5,0,6.01,0,6.07,0,3,1
582,4.2,2,4.3,3,4.7,1,3.1,3,5,0
583,8.54,0,7.31,0,6.54,0,8.04,0,3,1
584,3.8,1,3.7,3,3.3,2,3.2,0,4,0
585,6.15,0,6.09,0,6.0,0,7.1,0,2,1
586,4.69,2,4.25,2,4.65,1,4.48,1,3,0
587,6.2,0,6.3,0,6.0,0,5.6,0,4,1
588,3.6,1,3.8,2,3.4,2,3.3,1,3,0
589,4.1,1,3.5,1,3.6,2,3.7,2,5,0
590,9.58,0,9.46,0,8.2,0,7.1,0,1,1
591,4.5,2,3.9,2,4.6,1,3.6,1,5,0
592,5.14,0,5.2,2,5.6,1,5.9,0,3,1
593,3.25,2,3.7,2,4.2,1,4.13,1,5,0
594,4.2,1,4.1,1,4.5,4,4.8,0,4,0
595,9.05,0,9.0,0,9.1,0,9.2,0,3,1
596,6.2,0,6.23,0,5.9,0,5.7,0,1,1
597,6.69,0,6.8,1,6.42,0,6.5,0,2,1
598,8.19,0,8.5,0,8.26,0,8.3,0,2,1
599,8.14,2,7.2,1,7.6,1,6.3,0,2,1
600,8.67,0,8.56,0,8.89,0,9.52,0,1,1
601,8.25,0,8.2,0,8.26,0,8.3,0,2,1
602,7.56,0,6.5,0,6.01,0,6.07,0,3,1
603,3.8,2,4.1,1,3.72,1,4.2,2,3,0
604,8.3,0,8.7,0,8.2,0,8.1,0,2,1
605,8.67,0,8.56,0,8.89,0,9.52,0,1,1
606,4.27,1,4.19,1,4.17,1,4.27,3,5,0
607,7.75,0,7.78,0,7.68,0,8.93,0,2,1
608,8.67,0,8.56,0,8.89,0,9.52,0,1,1
609,4.7,2,3.2,2,3.8,2,4.9,0,5,0
610,7.68,0,7.02,0,7.02,0,7.0,0,4,1
611,9.08,0,9.62,0,9.48,0,9.4,0,1,1
612,7.2,0,8.43,0,6.43,0,6.5,0,5,1
613,7.68,0,7.02,0,7.02,0,7.0,0,4,1
614,7.5,0,7.2,0,6.27,0,7.1,0,2,1
615,3.5,2,4.1,1,3.9,1,3.7,2,5,0
616,7.3,0,7.2,1,6.77,0,6.9,0,2,1
617,7.89,0,7.37,0,7.65,0,7.6,0,1,1
618,6.51,0,7.42,0,6.73,0,7.0,0,3,1
619,5.5,0,6.0,0,6.1,0,6.2,0,5,1
620,7.89,0,7.37,0,7.65,0,7.6,0,1,1
621,4.2,2,4.6,2,4.1,1,3.4,2,5,0
622,5.67,0,6.81,0,6.6,2,6.5,0,3,1
623,7.4,2,5.8,2,5.9,1,5.2,0,4,1
624,6.6,2,6.1,2,5.9,1,6.2,0,2,1
625,8.54,0,7.31,0,6.54,0,8.04,0,3,1
626,4.87,2,4.54,3,4.56,1,4.32,0,3,0
627,4.34,1,4.98,2,4.19,1,4.28,2,5,0
628,7.74,0,7.5,1,7.73,0,7.8,0,2,1
629,9.21,0,9.38,0,9.43,0,9.1,0,2,1
630,3.6,1,3.95,2,4.25,1,3.94,2,5,0
631,7.3,0,7.2,1,6.77,0,6.9,0,2,1
632,4.66,4,4.68,1,4.28,1,4.27,0,5,0
633,3.6,1,3.7,1,4.6,2,4.2,1,5,0
634,4.66,4,4.68,1,4.28,1,4.27,0,5,0
635,4.0,3,3.9,2,3.4,1,3.8,0,5,0
636,7.79,0,8.77,0,7.91,0,8.0,0,3,1
637,8.19,0,8.5,0,8.26,0,8.3,0,2,1
638,5.14,0,5.2,2,5.6,1,5.9,0,3,1
639,8.78,0,8.64,0,7.93,0,8.96,0,2,1
640,9.05,0,9.0,0,9.1,0,9.2,0,3,1
641,6.5,0,6.3,0,6.7,0,6.8,0,4,1
642,3.2,1,3.9,1,3.8,2,3.5,1,5,0
643,7.89,1,8.35,2,6.3,1,5.9,0,1,1
644,3.7,1,3.8,2,4.2,2,4.1,1,5,0
645,6.63,0,6.6,0,6.58,0,6.3,0,1,1
646,5.75,0,6.54,0,5.9,0,5.98,0,1,1
647,4.3,1,4.6,1,3.4,1,3.8,2,5,0
648,7.2,0,6.2,0,5.5,0,7.3,0,1,1
649,6.1,2,6.1,1,6.5,2,5.9,0,3,1
650,6.5,2,6.1,1,5.0,0,6.2,0,5,1
651,4.34,1,4.98,2,4.19,1,4.28,2,5,0
652,4.78,2,4.65,2,4.61,1,4.21,1,4,0
653,8.19,0,9.04,0,8.1,0,8.5,0,4,1
654,6.0,1,6.15,0,6.2,2,5.9,0,4,1
655,3.6,1,3.5,1,3.7,2,4.1,1,5,0
656,3.8,1,3.4,1,4.1,2,4.3,1,5,0
657,5.65,0,5.7,2,5.9,2,5.8,0,3,1
658,3.8,1,4.2,2,4.6,2,3.5,2,3,0
659,3.5,1,3.4,2,4.0,2,4.1,2,5,0
660,7.2,0,8.43,0,6.43,0,6.5,0,5,1
661,8.32,0,8.16,0,7.41,0,7.6,0,3,1
662,6.0,1,6.15,0,6.2,2,5.9,0,4,1
663,5.56,0,9.24,0,6.15,0,9.0,0,3,1
664,7.2,0,7.3,0,7.16,0,7.1,0,3,1
665,4.64,1,4.21,1,4.31,1,4.19,1,5,0
666,4.66,4,4.68,1,4.28,1,4.27,0,5,0
667,8.14,2,7.2,1,7.6,1,6.3,0,2,1
668,6.1,0,6.2,0,6.35,0,6.5,0,4,1
669,6.69,0,6.8,1,6.42,0,6.5,0,2,1
670,6.89,0,7.6,0,7.9,0,7.8,0,1,1
671,4.2,1,3.4,2,3.8,3,3.5,2,5,0
672,3.7,1,3.9,1,4.8,1,3.7,3,5,0
673,5.14,0,5.2,2,5.6,1,5.9,0,3,1
674,3.6,2,3.8,2,3.7,2,4.1,3,5,0
675,7.56,0,6.5,0,6.01,0,6.07,0,3,1
676,6.1,0,6.09,0,6.0,0,6.1,0,3,1
677,6.5,2,6.1,1,5.0,0,6.2,0,5,1
678,6.3,0,6.2,0,6.8,0,6.7,0,2,1
679,3.6,1,3.5,1,3.7,2,4.1,1,5,0
680,8.2,0,5.73,2,6.3,2,6.2,0,2,1
681,4.32,1,4.89,1,4.98,1,4.25,2,5,0
682,7.87,0,7.15,0,7.42,0,7.5,0,2,1
683,4.89,2,4.72,2,4.61,2,4.58,0,5,0
684,3.9,3,3.4,2,4.1,2,4.3,1,5,0
685,3.4,2,4.2,1,4.7,3,4.2,2,5,0
686,4.2,1,3.4,2,3.8,3,3.5,2,5,0
687,8.67,0,8.12,0,7.98,0,9.18,0,3,1
688,4.2,2,3.2,2,3.5,2,3.8,0,5,0
689,4.66,4,4.68,1,4.28,1,4.27,0,5,0
690,7.56,0,8.41,0,9.46,0,9.3,0,1,1
691,6.12,0,7.82,0,6.58,0,7.1,0,3,1
692,5.5,2,5.2,2,5.85,0,5.9,0,3,1
693,7.6,0,8.4,0,7.78,0,7.9,0,1,1
694,4.87,2,4.54,3,4.56,1,4.32,0,3,0
695,7.1,0,7.2,0,6.88,0,6.9,0,3,1
696,3.8,2,4.6,1,4.6,1,3.4,1,5,0
697,3.8,1,4.2,2,4.6,2,3.5,2,3,0
698,6.12,0,7.82,0,6.58,0,7.1,0,3,1
699,4.54,2,4.78,1,4.32,1,4.23,1,5,0
700,7.79,0,8.5,0,8.04,0,8.4,0,3,1
701,9.21,1,8.35,0,6.7,2,8.1,0,2,1
702,4.32,1,4.89,1,4.98,1,4.25,2,5,0
703,9.21,1,8.35,0,6.7,2,8.1,0,2,1
704,7.74,0,7.5,1,7.73,0,7.8,0,2,1
705,3.8,2,4.6,1,4.6,1,3.4,1,5,0
706,3.5,2,4.1,1,3.9,1,3.7,2,5,0
707,6.51,0,7.42,0,6.73,0,7.0,0,3,1
708,5.6,0,6.08,0,4.89,0,5.41,0,3,1
709,3.6,1,3.7,1,4.6,2,4.2,1,5,0
710,3.6,2,3.9,1,4.2,1,4.8,1,5,0
711,7.56,0,6.5,0,6.01,0,6.07,0,3,1
712,7.2,0,7.1,0,6.43,0,7.3,0,5,1
713,4.33,1,4.82,2,4.67,2,4.9,1,3,0
714,7.3,0,7.2,1,6.77,0,6.9,0,2,1
715,7.56,0,6.5,0,6.01,0,6.07,0,3,1
716,4.34,1,4.98,2,4.19,1,4.28,2,5,0
717,9.21,0,10.0,0,9.35,0,9.0,0,2,1
718,6.19,0,6.2,1,6.15,1,7.0,0,4,1
719,8.0,0,7.85,0,8.54,0,8.1,0,2,1
720,8.54,0,7.31,0,6.54,0,8.04,0,3,1
721,4.24,1,4.58,1,4.65,2,4.87,1,4,0
722,6.69,0,6.8,1,6.42,0,6.5,0,2,1
723,3.6,2,3.8,2,3.7,2,4.1,3,5,0
724,9.21,0,9.13,0,5.9,0,8.9,0,1,1
725,5.9,0,5.6,0,5.8,1,6.1,0,5,1
726,5.9,0,5.6,0,5.8,1,6.1,0,5,1
727,7.44,0,7.41,0,8.32,0,8.29,0,2,1
728,5.8,0,6.15,0,6.09,0,6.0,0,3,1
729,6.67,1,8.41,2,8.0,1,6.2,0,2,1
730,3.7,1,4.9,2,4.2,2,4.7,2,3,0
731,8.43,1,6.2,2,6.8,1,6.5,0,2,1
732,5.8,1,5.2,1,5.3,0,5.9,0,1,1
733,6.91,1,6.6,2,5.82,1,6.1,0,4,1
734,8.14,2,7.2,1,7.6,1,6.3,0,2,1
735,5.93,0,5.2,0,5.4,0,6.8,0,4,1
736,4.1,2,4.1,2,4.1,1,3.4,2,5,0
737,6.0,1,5.9,2,5.8,1,5.9,0,2,1
738,9.48,0,9.69,0,8.89,0,8.9,0,1,1
739,5.57,0,5.69,0,5.02,0,5.9,2,4,1
740,3.25,2,3.7,2,4.2,1,4.13,1,5,0
741,7.87,0,7.15,0,7.42,0,7.5,0,2,1
742,7.4,2,5.8,2,5.9,1,5.2,0,4,1
743,6.3,0,6.2,0,6.8,0,6.7,0,2,1
744,7.1,0,7.2,0,6.88,0,6.9,0,3,1
745,6.3,0,6.5,0,5.5,0,5.9,0,4,1
746,8.19,0,9.04,0,8.1,0,8.5,0,4,1
747,9.21,0,9.38,0,9.43,0,9.1,0,2,1
748,3.8,1,3.4,1,4.1,2,4.3,1,5,0
749,7.2,0,7.1,0,6.43,0,7.3,0,5,1
750,6.1,0,6.2,0,6.35,0,6.5,0,4,1
751,5.56,0,9.24,0,6.15,0,9.0,0,3,1
752,7.41,0,8.0,0,8.54,0,8.1,0,1,1
753,7.2,0,7.3,0,7.16,0,7.1,0,3,1
754,3.6,2,3.8,2,3.7,2,4.1,3,5,0
755,8.15,0,8.3,0,9.07,0,8.93,0,3,1
756,8.12,0,7.93,0,8.0,0,8.1,0,2,1
757,6.67,1,8.41,2,8.0,1,6.2,0,2,1
758,4.85,1,4.95,1,4.67,2,4.37,1,5,0
759,3.6,3,4.5,3,3.7,0,4.2,0,3,0
760,4.1,1,4.3,1,3.9,1,3.75,1,5,0
761,7.44,0,7.41,0,8.32,0,8.29,0,2,1
762,3.8,1,4.1,2,3.6,2,4.2,1,5,0
763,4.79,1,4.59,1,4.67,2,4.12,2,5,0
764,6.2,0,6.23,0,5.9,0,5.7,0,1,1
765,9.52,0,9.24,0,10.0,0,9.8,0,1,1
766,8.67,0,8.56,0,8.89,0,9.52,0,1,1
767,6.3,2,6.2,1,6.7,1,6.2,0,5,1
768,6.2,1,6.3,2,5.9,1,5.8,0,4,1
769,7.2,0,7.1,0,6.11,0,6.67,0,4,1
770,3.5,2,3.5,2,3.8,1,4.1,2,5,0
771,5.8,0,6.0,0,6.2,0,6.1,0,3,1
772,7.56,0,8.41,0,9.46,0,9.3,0,1,1
773,4.7,1,4.73,1,4.32,2,4.55,2,5,0
774,3.9,2,3.4,1,4.2,2,4.1,1,5,0
775,3.8,2,3.6,1,3.4,3,3.7,2,5,0
776,4.2,1,4.1,1,4.5,4,4.8,0,4,0
777,9.52,0,9.24,0,10.0,0,9.8,0,1,1
778,8.67,0,8.12,0,7.98,0,9.18,0,3,1
779,4.64,1,4.21,1,4.31,1,4.19,1,5,0
780,7.1,0,6.85,0,7.2,1,7.3,0,3,1
781,5.67,0,5.8,1,5.17,0,5.6,0,1,1
782,7.2,0,6.2,0,5.5,0,7.3,0,1,1
783,3.5,1,3.4,2,4.0,2,4.1,2,5,0
784,3.9,3,3.5,1,3.7,2,3.3,1,5,0
785,7.5,0,7.6,0,7.5,0,6.82,0,2,1
786,8.43,0,6.3,0,5.5,0,8.1,0,2,1
787,6.89,0,7.6,0,7.9,0,7.8,0,1,1
788,4.2,1,3.4,2,3.8,3,3.5,2,5,0
789,6.9,0,6.5,0,6.7,0,6.2,0,3,1
790,8.32,0,8.16,0,7.41,0,7.6,0,3,1
791,6.63,0,6.6,0,6.58,0,6.3,0,1,1
792,3.4,2,3.5,2,4.6,1,3.5,1,5,0
793,6.2,1,6.3,2,5.9,1,5.8,0,4,1
794,7.3,0,7.2,1,6.77,0,6.9,0,2,1
795,5.8,0,6.0,0,6.2,0,6.1,0,3,1
796,6.95,0,7.67,0,6.25,0,6.92,0,5,1
797,3.8,4,4.2,2,4.2,1,3.8,2,4,0
798,9.0,0,7.02,0,7.41,0,8.1,0,2,1
799,4.8,1,4.6,1,3.4,2,4.9,2,5,0
800,4.93,0,5.97,0,5.83,0,6.43,0,4,1
801,4.2,1,3.9,1,3.5,2,3.6,2,5,0
802,6.15,0,6.09,0,6.0,0,7.1,0,2,1
803,3.6,1,3.5,1,4.2,2,4.1,2,5,0
804,5.5,0,6.0,0,6.1,0,6.2,0,5,1
805,4.33,1,4.82,2,4.67,2,4.9,1,3,0
806,3.7,2,4.2,1,3.9,1,4.2,2,5,0
807,7.5,0,7.6,0,7.5,0,6.82,0,2,1
808,8.19,0,8.5,0,8.26,0,8.3,0,2,1
809,5.8,1,5.5,2,6.0,1,6.1,0,2,1
810,8.43,0,6.3,0,5.5,0,8.1,0,2,1
811,4.4,1,4.9,1,4.2,4,3.7,0,5,0
812,8.15,0,8.3,0,9.07,0,8.93,0,3,1
813,7.79,0,8.77,0,7.91,0,8.0,0,3,1
814,5.8,0,5.9,0,5.92,0,6.0,0,2,1
815,4.9,2,4.8,2,4.2,1,4.6,1,5,0
816,7.11,0,7.44,0,6.08,0,7.1,0,4,1
817,4.79,1,4.59,1,4.67,2,4.12,2,5,0
818,9.21,0,9.38,0,9.43,0,9.1,0,2,1
819,4.97,2,4.95,1,4.87,1,4.85,2,5,0
820,6.95,0,7.67,0,6.25,0,6.92,0,5,1
821,3.9,1,3.7,2,4.4,2,4.5,3,5,0
822,3.5,2,3.5,2,3.8,1,4.1,2,5,0
823,8.25,0,8.2,0,8.26,0,8.3,0,2,1
824,9.05,0,9.0,0,9.1,0,9.2,0,3,1
825,3.7,1,3.4,1,3.9,1,3.2,1,5,0
826,4.1,2,4.6,3,4.2,1,4.8,3,5,0
827,5.93,0,5.2,0,5.4,0,6.8,0,4,1
828,6.53,0,6.81,0,7.14,0,7.86,0,3,1
829,4.79,1,4.59,1,4.67,2,4.12,2,5,0
830,3.8,1,3.9,2,4.6,1,3.9,2,5,0
831,7.56,0,8.41,0,9.46,0,8.0,0,1,1
832,7.93,0,7.93,0,7.38,0,7.3,0,3,1
833,6.63,0,6.6,0,6.58,0,6.3,0,1,1
834,7.0,0,7.0,0,7.0,0,7.0,0,3,1
835,5.67,0,5.8,1,5.17,0,5.6,0,1,1
836,6.19,0,6.2,1,6.15,1,7.0,0,4,1
837,3.7,1,4.9,2,4.2,2,4.7,2,3,0
838,7.2,0,7.1,0,6.11,0,6.67,0,4,1
839,3.9,1,3.7,2,4.4,2,4.5,3,5,0
840,5.67,0,5.8,1,5.17,0,5.6,0,1,1
841,6.6,0,5.5,2,5.9,1,6.0,0,2,1
842,6.67,0,5.8,2,6.2,0,6.3,0,5,1
843,6.9,0,6.5,0,6.7,0,6.2,0,3,1
844,6.67,0,6.81,0,8.08,0,8.1,0,1,1
845,4.2,1,4.1,1,4.5,4,4.8,0,4,0
846,5.6,2,5.8,2,5.8,1,6.2,0,5,1
847,9.08,0,9.62,0,9.48,0,9.4,0,1,1
848,6.1,2,6.1,1,6.5,2,5.9,0,3,1
849,4.66,4,4.68,1,4.28,1,4.27,0,5,0
850,6.1,2,5.2,1,5.4,1,5.9,0,3,1
851,3.9,2,3.4,1,4.2,2,4.1,1,5,0
852,6.0,0,5.0,0,7.0,0,6.5,0,4,1
853,4.87,2,4.54,3,4.56,1,4.32,0,3,0
854,4.25,1,4.8,3,4.65,2,4.85,0,5,0
855,3.9,2,3.4,1,4.2,2,4.1,1,5,0
856,8.14,0,7.0,0,7.6,0,8.2,0,1,1
857,6.12,0,7.82,0,6.58,0,7.1,0,3,1
858,4.4,1,4.9,1,4.2,4,3.7,0,5,0
859,9.16,1,8.35,0,8.27,2,7.2,0,2,1
860,3.7,1,3.4,1,3.9,1,3.2,1,5,0
861,4.2,2,4.6,2,4.1,1,3.4,2,5,0
862,7.0,0,7.0,0,7.0,0,7.0,0,3,1
863,6.15,0,6.09,0,6.0,0,7.1,0,2,1
864,4.5,1,3.9,3,3.5,1,4.1,2,5,0
865,6.0,1,5.9,2,5.8,1,5.9,0,2,1
866,5.7,2,5.85,1,5.6,2,6.0,0,3,1
867,6.1,2,6.1,1,6.5,2,5.9,0,3,1
868,6.5,2,6.1,1,5.0,0,6.2,0,5,1
869,4.32,1,4.89,1,4.98,1,4.25,2,5,0
870,9.08,0,9.62,0,9.48,0,9.4,0,1,1
871,4.2,2,4.3,3,4.7,1,3.1,3,5,0
872,6.0,1,6.15,0,6.2,2,5.9,0,4,1
873,4.34,1,4.98,2,4.19,1,4.28,2,5,0
874,3.8,3,4.8,3,3.2,2,4.9,1,5,0
875,8.57,0,8.22,0,8.08,0,8.8,0,1,1
876,3.8,1,3.9,2,4.6,1,3.9,2,5,0
877,8.0,0,7.85,0,8.54,0,8.1,0,2,1
878,4.7,2,3.2,2,3.8,2,4.9,0,5,0
879,9.21,0,10.0,0,9.35,0,9.0,0,2,1
880,6.6,2,6.1,2,5.9,1,6.2,0,2,1
881,8.15,0,7.8,0,8.18,0,9.0,0,3,1
882,3.6,3,4.5,3,3.7,0,4.2,0,3,0
883,3.6,1,3.8,2,3.4,2,3.3,1,3,0
884,7.2,0,7.1,0,6.11,0,6.67,0,4,1
885,8.43,1,6.2,2,6.8,1,6.5,0,2,1
886,9.52,0,9.24,0,10.0,0,9.8,0,1,1
887,6.5,0,6.3,0,6.7,0,6.8,0,4,1
888,4.9,2,3.5,2,4.7,2,3.1,0,5,0
889,9.21,0,10.0,0,9.35,0,9.0,0,2,1
890,4.89,2,4.72,2,4.61,2,4.58,0,5,0
891,9.21,1,8.35,0,6.7,2,8.1,0,2,1
892,6.67,1,8.41,2,8.0,1,6.2,0,2,1
893,3.7,1,3.9,1,4.8,1,3.7,3,5,0
894,3.8,1,4.2,2,4.6,2,3.5,2,3,0
895,4.2,2,3.2,2,3.5,2,3.8,0,5,0
896,8.43,1,6.2,2,6.8,1,6.5,0,2,1
897,7.41,0,8.0,0,8.54,0,8.1,0,1,1
898,6.12,0,7.82,0,6.58,0,7.1,0,3,1
899,6.1,2,6.1,1,6.5,2,5.9,0,3,1
900,5.6,2,5.8,2,5.8,1,6.2,0,5,1
901,6.2,1,9.0,1,6.3,1,6.8,0,3,1
902,6.2,0,6.23,0,5.9,0,5.7,0,1,1
903,7.75,0,7.78,0,7.68,0,8.93,0,2,1
904,4.1,3,3.2,1,3.6,2,3.4,2,5,0
905,6.3,2,6.2,1,6.7,1,6.2,0,5,1
906,6.0,0,5.0,0,7.0,0,6.5,0,4,1
907,6.1,0,6.2,0,6.35,0,6.5,0,4,1
908,8.67,0,8.56,0,8.89,0,9.52,0,1,1
909,7.2,0,7.96,0,6.39,0,7.3,0,2,1
910,9.05,0,6.3,0,7.41,0,7.6,0,2,1
911,7.2,0,7.3,0,7.16,0,7.1,0,3,1
912,6.6,0,8.1,0,7.5,0,6.8,0,5,1
913,6.89,0,7.0,0,6.2,0,6.4,0,3,1
914,8.57,0,8.22,0,8.08,0,8.8,0,1,1
915,3.7,1,3.9,1,4.8,1,3.7,3,5,0
916,3.7,1,4.9,2,3.7,1,3.5,1,3,0
917,8.57,0,8.22,0,8.08,0,8.8,0,1,1
918,3.7,1,4.9,2,4.2,2,4.7,2,3,0
919,4.66,4,4.68,1,4.28,1,4.27,0,5,0
920,4.6,1,3.5,1,4.6,2,3.9,1,5,0
921,5.5,2,5.2,2,5.85,0,5.9,0,3,1
922,5.7,2,5.85,1,5.6,2,6.0,0,3,1
